1.00,0.99,0.96,0.92,0.83,0.75,0.76,0.77,0.79,0.78,0.83,0.83
0.99,1.00,0.97,0.94,0.86,0.76,0.76,0.77,0.79,0.78,0.82,0.84
0.96,0.97,1.00,0.99,0.94,0.87,0.87,0.85,0.86,0.85,0.88,0.88
0.92,0.94,0.99,1.00,0.98,0.90,0.88,0.86,0.84,0.83,0.85,0.85
0.83,0.86,0.94,0.98,1.00,0.96,0.93,0.89,0.86,0.85,0.86,0.85
0.75,0.76,0.87,0.90,0.96,1.00,0.98,0.94,0.92,0.91,0.89,0.86
0.76,0.76,0.87,0.88,0.93,0.98,1.00,0.97,0.95,0.96,0.95,0.92
0.77,0.77,0.85,0.86,0.89,0.94,0.97,1.00,0.98,0.98,0.97,0.96
0.79,0.79,0.86,0.84,0.86,0.92,0.95,0.98,1.00,0.99,0.98,0.97
0.78,0.78,0.85,0.83,0.85,0.91,0.96,0.98,0.99,1.00,0.99,0.98
0.83,0.82,0.88,0.85,0.86,0.89,0.95,0.97,0.98,0.99,1.00,0.99
0.83,0.84,0.88,0.85,0.85,0.86,0.92,0.96,0.97,0.98,0.99,1.00
