1.00,0.99,0.96,0.94,0.93,0.93,0.88,0.90,0.84,0.77,0.84,0.72
0.99,1.00,0.98,0.97,0.96,0.94,0.88,0.89,0.82,0.74,0.79,0.64
0.96,0.98,1.00,0.99,0.97,0.96,0.90,0.89,0.80,0.70,0.71,0.56
0.94,0.97,0.99,1.00,0.99,0.97,0.92,0.92,0.82,0.71,0.66,0.50
0.93,0.96,0.97,0.99,1.00,0.97,0.93,0.92,0.83,0.74,0.68,0.48
0.93,0.94,0.96,0.97,0.97,1.00,0.98,0.97,0.90,0.82,0.74,0.57
0.88,0.88,0.90,0.92,0.93,0.98,1.00,0.98,0.91,0.81,0.71,0.55
0.90,0.89,0.89,0.92,0.92,0.97,0.98,1.00,0.97,0.89,0.78,0.66
0.84,0.82,0.80,0.82,0.83,0.90,0.91,0.97,1.00,0.97,0.85,0.75
0.77,0.74,0.70,0.71,0.74,0.82,0.81,0.89,0.97,1.00,0.90,0.80
0.84,0.79,0.71,0.66,0.68,0.74,0.71,0.78,0.85,0.90,1.00,0.94
0.72,0.64,0.56,0.50,0.48,0.57,0.55,0.66,0.75,0.80,0.94,1.00
