1.00,0.91,0.79,0.79,0.80,0.83,0.80,0.73,0.77,0.71,0.79,0.92
0.91,1.00,0.89,0.85,0.84,0.89,0.84,0.77,0.79,0.68,0.81,0.86
0.79,0.89,1.00,0.92,0.90,0.91,0.91,0.89,0.86,0.73,0.76,0.63
0.79,0.85,0.92,1.00,0.98,0.96,0.93,0.82,0.82,0.66,0.73,0.65
0.80,0.84,0.90,0.98,1.00,0.99,0.97,0.90,0.90,0.76,0.80,0.70
0.83,0.89,0.91,0.96,0.99,1.00,0.98,0.91,0.91,0.79,0.85,0.77
0.80,0.84,0.91,0.93,0.97,0.98,1.00,0.96,0.96,0.86,0.88,0.72
0.73,0.77,0.89,0.82,0.90,0.91,0.96,1.00,0.98,0.92,0.88,0.67
0.77,0.79,0.86,0.82,0.90,0.91,0.96,0.98,1.00,0.96,0.95,0.74
0.71,0.68,0.73,0.66,0.76,0.79,0.86,0.92,0.96,1.00,0.96,0.73
0.79,0.81,0.76,0.73,0.80,0.85,0.88,0.88,0.95,0.96,1.00,0.85
0.92,0.86,0.63,0.65,0.70,0.77,0.72,0.67,0.74,0.73,0.85,1.00
