1.00,0.99,0.98,0.97,0.92,0.80,0.89,0.91,0.88,0.90,0.89,0.85
0.99,1.00,0.97,0.98,0.96,0.83,0.89,0.90,0.87,0.90,0.90,0.86
0.98,0.97,1.00,0.98,0.95,0.82,0.90,0.94,0.92,0.92,0.92,0.86
0.97,0.98,0.98,1.00,0.95,0.84,0.91,0.93,0.91,0.91,0.91,0.86
0.92,0.96,0.95,0.95,1.00,0.90,0.92,0.91,0.91,0.92,0.93,0.87
0.80,0.83,0.82,0.84,0.90,1.00,0.98,0.94,0.95,0.96,0.95,0.94
0.89,0.89,0.90,0.91,0.92,0.98,1.00,0.98,0.98,0.98,0.96,0.94
0.91,0.90,0.94,0.93,0.91,0.94,0.98,1.00,1.00,1.00,0.98,0.96
0.88,0.87,0.92,0.91,0.91,0.95,0.98,1.00,1.00,0.99,0.99,0.96
0.90,0.90,0.92,0.91,0.92,0.96,0.98,1.00,0.99,1.00,0.99,0.97
0.89,0.90,0.92,0.91,0.93,0.95,0.96,0.98,0.99,0.99,1.00,0.97
0.85,0.86,0.86,0.86,0.87,0.94,0.94,0.96,0.96,0.97,0.97,1.00
