63,8044.6099799098656
64,8175.76594214
65,11179.6175734
66,13839.2115106
67,21510.1236743
68,24840.6875335
69,19440.5962298
70,17992.8103912
71,13090.0871839
72,8387.8774886
73,6569.37081864
74,7846.95493521
75,8317.08932096
76,6724.32602759
77,12361.9546734
78,17310.7721534
79,25499.071421
80,26513.555587
81,19566.3845545
82,20309.8459576
83,12701.0955593
84,8650.71709635
85,7898.3776956
86,11722.7452612
87,9560.24473066
88,9627.88371985
89,12040.6897626
90,15855.0261411
91,24912.5715771
92,23164.6896756
93,25108.2613888
94,23874.312192
95,15779.6848593
