1.00,0.95,0.84,0.77,0.90,0.86,0.77,0.86,0.78,0.85,0.68,0.90
0.95,1.00,0.91,0.86,0.88,0.93,0.88,0.94,0.93,0.93,0.81,0.95
0.84,0.91,1.00,0.96,0.72,0.90,0.91,0.86,0.87,0.83,0.84,0.93
0.77,0.86,0.96,1.00,0.63,0.78,0.83,0.78,0.87,0.88,0.94,0.93
0.90,0.88,0.72,0.63,1.00,0.87,0.82,0.81,0.72,0.78,0.57,0.79
0.86,0.93,0.90,0.78,0.87,1.00,0.95,0.86,0.84,0.79,0.68,0.89
0.77,0.88,0.91,0.83,0.82,0.95,1.00,0.87,0.85,0.77,0.73,0.83
0.86,0.94,0.86,0.78,0.81,0.86,0.87,1.00,0.93,0.85,0.73,0.82
0.78,0.93,0.87,0.87,0.72,0.84,0.85,0.93,1.00,0.94,0.91,0.90
0.85,0.93,0.83,0.88,0.78,0.79,0.77,0.85,0.94,1.00,0.93,0.95
0.68,0.81,0.84,0.94,0.57,0.68,0.73,0.73,0.91,0.93,1.00,0.90
0.90,0.95,0.93,0.93,0.79,0.89,0.83,0.82,0.90,0.95,0.90,1.00
