1.00,0.98,0.96,0.96,0.99,0.94,0.98,0.96,0.96,0.90,0.72,0.94
0.98,1.00,0.95,0.95,1.00,0.91,0.98,0.93,0.93,0.88,0.64,0.91
0.96,0.95,1.00,0.99,0.96,0.99,0.99,0.99,0.97,0.96,0.82,0.96
0.96,0.95,0.99,1.00,0.97,0.98,0.99,0.98,0.97,0.97,0.81,0.98
0.99,1.00,0.96,0.97,1.00,0.93,0.99,0.94,0.94,0.90,0.67,0.93
0.94,0.91,0.99,0.98,0.93,1.00,0.98,0.99,0.98,0.99,0.88,0.99
0.98,0.98,0.99,0.99,0.99,0.98,1.00,0.98,0.97,0.95,0.77,0.97
0.96,0.93,0.99,0.98,0.94,0.99,0.98,1.00,0.99,0.98,0.87,0.98
0.96,0.93,0.97,0.97,0.94,0.98,0.97,0.99,1.00,0.97,0.87,0.99
0.90,0.88,0.96,0.97,0.90,0.99,0.95,0.98,0.97,1.00,0.91,0.98
0.72,0.64,0.82,0.81,0.67,0.88,0.77,0.87,0.87,0.91,1.00,0.89
0.94,0.91,0.96,0.98,0.93,0.99,0.97,0.98,0.99,0.98,0.89,1.00
