1.00,0.33,0.42,0.40,0.53,0.70,0.36,0.62
0.33,1.00,0.43,0.36,0.20,0.47,0.25,0.48
0.42,0.43,1.00,0.52,0.70,0.38,0.64,0.49
0.40,0.36,0.52,1.00,0.34,0.62,0.39,0.67
0.53,0.20,0.70,0.34,1.00,0.23,0.87,0.16
0.70,0.47,0.38,0.62,0.23,1.00,0.19,0.96
0.36,0.25,0.64,0.39,0.87,0.19,1.00,0.16
0.62,0.48,0.49,0.67,0.16,0.96,0.16,1.00
