1.00,0.98,0.94,0.82,0.82,0.91,0.91,0.89,0.93,0.92,0.92,0.89
0.98,1.00,0.95,0.84,0.87,0.95,0.96,0.95,0.96,0.97,0.96,0.92
0.94,0.95,1.00,0.88,0.92,0.94,0.92,0.95,0.97,0.96,0.93,0.86
0.82,0.84,0.88,1.00,0.90,0.97,0.87,0.87,0.91,0.86,0.83,0.70
0.82,0.87,0.92,0.90,1.00,0.94,0.95,0.98,0.95,0.94,0.95,0.84
0.91,0.95,0.94,0.97,0.94,1.00,0.96,0.96,0.97,0.95,0.94,0.83
0.91,0.96,0.92,0.87,0.95,0.96,1.00,0.98,0.98,0.98,0.99,0.94
0.89,0.95,0.95,0.87,0.98,0.96,0.98,1.00,0.97,0.98,0.99,0.91
0.93,0.96,0.97,0.91,0.95,0.97,0.98,0.97,1.00,0.98,0.97,0.92
0.92,0.97,0.96,0.86,0.94,0.95,0.98,0.98,0.98,1.00,0.98,0.93
0.92,0.96,0.93,0.83,0.95,0.94,0.99,0.99,0.97,0.98,1.00,0.95
0.89,0.92,0.86,0.70,0.84,0.83,0.94,0.91,0.92,0.93,0.95,1.00
