1.00,0.97,0.95,0.96,0.93,0.91,0.89,0.87,0.86,0.90,0.88,0.84
0.97,1.00,0.98,0.98,0.92,0.84,0.80,0.77,0.79,0.83,0.82,0.78
0.95,0.98,1.00,0.98,0.91,0.79,0.75,0.73,0.74,0.77,0.76,0.70
0.96,0.98,0.98,1.00,0.93,0.82,0.77,0.74,0.76,0.79,0.80,0.74
0.93,0.92,0.91,0.93,1.00,0.95,0.92,0.89,0.93,0.92,0.94,0.88
0.91,0.84,0.79,0.82,0.95,1.00,0.99,0.97,0.98,0.99,0.99,0.95
0.89,0.80,0.75,0.77,0.92,0.99,1.00,0.98,0.98,0.99,0.98,0.94
0.87,0.77,0.73,0.74,0.89,0.97,0.98,1.00,0.98,0.98,0.95,0.91
0.86,0.79,0.74,0.76,0.93,0.98,0.98,0.98,1.00,0.99,0.98,0.96
0.90,0.83,0.77,0.79,0.92,0.99,0.99,0.98,0.99,1.00,0.98,0.96
0.88,0.82,0.76,0.80,0.94,0.99,0.98,0.95,0.98,0.98,1.00,0.98
0.84,0.78,0.70,0.74,0.88,0.95,0.94,0.91,0.96,0.96,0.98,1.00
