1.00,0.99,0.98,0.98,0.96,0.93,0.91,0.92,0.91,0.93,0.93,0.92
0.99,1.00,0.99,0.99,0.95,0.90,0.88,0.88,0.88,0.90,0.91,0.90
0.98,0.99,1.00,0.99,0.95,0.88,0.86,0.86,0.86,0.88,0.89,0.87
0.98,0.99,0.99,1.00,0.96,0.90,0.88,0.87,0.88,0.90,0.91,0.89
0.96,0.95,0.95,0.96,1.00,0.97,0.96,0.95,0.96,0.97,0.98,0.95
0.93,0.90,0.88,0.90,0.97,1.00,1.00,0.99,0.99,0.99,0.99,0.97
0.91,0.88,0.86,0.88,0.96,1.00,1.00,0.99,0.99,0.99,0.99,0.96
0.92,0.88,0.86,0.87,0.95,0.99,0.99,1.00,0.99,0.99,0.98,0.96
0.91,0.88,0.86,0.88,0.96,0.99,0.99,0.99,1.00,0.99,0.99,0.97
0.93,0.90,0.88,0.90,0.97,0.99,0.99,0.99,0.99,1.00,0.99,0.98
0.93,0.91,0.89,0.91,0.98,0.99,0.99,0.98,0.99,0.99,1.00,0.99
0.92,0.90,0.87,0.89,0.95,0.97,0.96,0.96,0.97,0.98,0.99,1.00
