1.00,0.80,0.54,0.73,0.87,0.73,0.35,0.75
0.80,1.00,0.19,0.95,0.82,0.93,0.01,0.97
0.54,0.19,1.00,0.13,0.69,0.24,0.84,0.32
0.73,0.95,0.13,1.00,0.78,0.92,-0.12,0.93
0.87,0.82,0.69,0.78,1.00,0.79,0.50,0.86
0.73,0.93,0.24,0.92,0.79,1.00,-0.03,0.95
0.35,0.01,0.84,-0.12,0.50,-0.03,1.00,0.10
0.75,0.97,0.32,0.93,0.86,0.95,0.10,1.00
