1.00,0.99,0.95,0.96,0.96,0.96,0.93,0.91,0.79,0.63,0.47,0.38
0.99,1.00,0.98,0.98,0.98,0.97,0.94,0.89,0.72,0.55,0.40,0.31
0.95,0.98,1.00,0.96,0.98,0.97,0.95,0.91,0.67,0.47,0.33,0.24
0.96,0.98,0.96,1.00,0.96,0.98,0.97,0.91,0.71,0.57,0.40,0.31
0.96,0.98,0.98,0.96,1.00,0.98,0.95,0.95,0.77,0.59,0.48,0.39
0.96,0.97,0.97,0.98,0.98,1.00,0.99,0.92,0.71,0.53,0.38,0.28
0.93,0.94,0.95,0.97,0.95,0.99,1.00,0.95,0.74,0.57,0.40,0.30
0.91,0.89,0.91,0.91,0.95,0.92,0.95,1.00,0.88,0.74,0.64,0.55
0.79,0.72,0.67,0.71,0.77,0.71,0.74,0.88,1.00,0.96,0.89,0.83
0.63,0.55,0.47,0.57,0.59,0.53,0.57,0.74,0.96,1.00,0.96,0.93
0.47,0.40,0.33,0.40,0.48,0.38,0.40,0.64,0.89,0.96,1.00,0.99
0.38,0.31,0.24,0.31,0.39,0.28,0.30,0.55,0.83,0.93,0.99,1.00
