1.00,0.97,0.96,0.95,0.99,0.93,0.95,0.95,0.95,0.97,0.94,0.86
0.97,1.00,0.97,0.95,0.97,0.91,0.93,0.95,0.96,0.93,0.93,0.85
0.96,0.97,1.00,0.93,0.96,0.96,0.95,0.94,0.93,0.93,0.92,0.85
0.95,0.95,0.93,1.00,0.94,0.90,0.92,0.94,0.95,0.92,0.86,0.84
0.99,0.97,0.96,0.94,1.00,0.96,0.97,0.97,0.95,0.97,0.95,0.88
0.93,0.91,0.96,0.90,0.96,1.00,0.98,0.93,0.90,0.93,0.90,0.88
0.95,0.93,0.95,0.92,0.97,0.98,1.00,0.96,0.95,0.98,0.94,0.91
0.95,0.95,0.94,0.94,0.97,0.93,0.96,1.00,0.98,0.96,0.96,0.93
0.95,0.96,0.93,0.95,0.95,0.90,0.95,0.98,1.00,0.97,0.96,0.94
0.97,0.93,0.93,0.92,0.97,0.93,0.98,0.96,0.97,1.00,0.96,0.93
0.94,0.93,0.92,0.86,0.95,0.90,0.94,0.96,0.96,0.96,1.00,0.95
0.86,0.85,0.85,0.84,0.88,0.88,0.91,0.93,0.94,0.93,0.95,1.00
