1.00,0.92,0.94,0.96,0.95,0.91,0.96,0.57
0.92,1.00,0.97,0.93,0.89,0.95,0.93,0.79
0.94,0.97,1.00,0.96,0.94,0.97,0.98,0.78
0.96,0.93,0.96,1.00,0.97,0.97,0.98,0.70
0.95,0.89,0.94,0.97,1.00,0.90,0.98,0.58
0.91,0.95,0.97,0.97,0.90,1.00,0.95,0.82
0.96,0.93,0.98,0.98,0.98,0.95,1.00,0.69
0.57,0.79,0.78,0.70,0.58,0.82,0.69,1.00
