1.00,-0.16,0.02,0.52,0.51,0.28,0.11,0.43
-0.16,1.00,0.84,0.41,0.27,0.64,0.34,0.34
0.02,0.84,1.00,0.68,0.52,0.72,0.60,0.63
0.52,0.41,0.68,1.00,0.92,0.76,0.36,0.92
0.51,0.27,0.52,0.92,1.00,0.68,0.09,0.91
0.28,0.64,0.72,0.76,0.68,1.00,0.35,0.72
0.11,0.34,0.60,0.36,0.09,0.35,1.00,0.28
0.43,0.34,0.63,0.92,0.91,0.72,0.28,1.00
