1.00,0.40,0.58,0.34,0.10,0.81,0.38,0.33
0.40,1.00,0.65,0.33,0.05,0.31,0.19,-0.19
0.58,0.65,1.00,0.35,0.30,0.52,0.38,0.18
0.34,0.33,0.35,1.00,0.49,0.60,0.30,0.18
0.10,0.05,0.30,0.49,1.00,0.59,-0.16,0.35
0.81,0.31,0.52,0.60,0.59,1.00,0.24,0.44
0.38,0.19,0.38,0.30,-0.16,0.24,1.00,0.20
0.33,-0.19,0.18,0.18,0.35,0.44,0.20,1.00
