1.00,0.97,0.94,0.97,0.95,0.92,0.93,0.88,0.90,0.86,0.84,0.79
0.97,1.00,0.98,0.98,0.96,0.96,0.94,0.90,0.91,0.87,0.87,0.82
0.94,0.98,1.00,0.96,0.95,0.96,0.92,0.91,0.87,0.87,0.87,0.83
0.97,0.98,0.96,1.00,0.98,0.97,0.97,0.91,0.94,0.90,0.88,0.85
0.95,0.96,0.95,0.98,1.00,0.99,0.99,0.97,0.95,0.96,0.94,0.93
0.92,0.96,0.96,0.97,0.99,1.00,0.97,0.95,0.92,0.94,0.93,0.92
0.93,0.94,0.92,0.97,0.99,0.97,1.00,0.95,0.94,0.95,0.93,0.92
0.88,0.90,0.91,0.91,0.97,0.95,0.95,1.00,0.94,0.98,0.98,0.97
0.90,0.91,0.87,0.94,0.95,0.92,0.94,0.94,1.00,0.95,0.94,0.94
0.86,0.87,0.87,0.90,0.96,0.94,0.95,0.98,0.95,1.00,0.99,0.99
0.84,0.87,0.87,0.88,0.94,0.93,0.93,0.98,0.94,0.99,1.00,0.98
0.79,0.82,0.83,0.85,0.93,0.92,0.92,0.97,0.94,0.99,0.98,1.00
